Rk,Player,Age,Pos,G,MP,FG%,3P%,eFG%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1,Shai Gilgeous-Alexander,26,PG,64,34.3,.525,.371,.576,.900,0.9,4.2,5.1,6.2,1.8,1.0,2.6,2.3,32.8,gilgesh01
2,Giannis Antetokounmpo,30,PF,53,33.8,.603,.182,.607,.594,2.3,9.8,12.1,5.9,0.8,1.2,3.3,2.4,30.5,antetgi01
3,Nikola Jokić,29,C,60,36.4,.577,.428,.627,.808,2.9,10.0,12.9,10.4,1.8,0.7,3.3,2.3,29.0,jokicni01
4,Luka Dončić,25,PG,35,35.1,.445,.350,.527,.763,0.8,7.6,8.4,7.7,1.9,0.4,3.7,2.6,27.4,doncilu01
5,Anthony Edwards,23,SG,64,36.4,.442,.406,.542,.835,0.8,5.2,6.0,4.6,1.1,0.6,3.3,1.8,27.2,edwaran01
6,Jayson Tatum,26,PF,61,36.6,.456,.354,.545,.807,0.7,8.1,8.8,5.9,1.1,0.5,2.9,2.2,27.2,tatumja01
7,Kevin Durant,36,PF,53,37.1,.529,.413,.597,.830,0.4,5.8,6.2,4.3,0.8,1.3,3.1,1.7,26.8,duranke01
8,Jalen Brunson,28,PG,61,35.4,.490,.384,.552,.825,0.4,2.6,3.0,7.4,1.0,0.1,2.5,2.2,26.3,brunsja01
9,Tyrese Maxey,24,PG,52,37.7,.437,.337,.511,.879,0.3,3.1,3.3,6.1,1.8,0.4,2.4,2.2,26.3,maxeyty01
10,Devin Booker,28,SG,60,37.5,.457,.346,.528,.889,1.0,3.1,4.1,6.8,1.0,0.2,2.8,2.7,25.9,bookede01
11,Cade Cunningham,23,PG,62,35.3,.462,.352,.514,.862,0.8,5.3,6.0,9.3,1.0,0.8,4.5,2.8,25.9,cunnica01
12,Anthony Davis,31,PF,43,34.2,.528,.313,.548,.786,2.9,9.1,12.0,3.4,1.3,2.2,2.2,1.9,25.7,davisan02
13,LaMelo Ball,23,PG,42,32.2,.400,.330,.487,.836,1.0,4.2,5.2,7.1,1.2,0.3,3.5,3.4,25.5,ballla01
14,Damian Lillard,34,PG,55,36.2,.451,.375,.549,.922,0.5,4.2,4.7,7.2,1.2,0.2,2.9,1.7,25.2,lillada01
15,LeBron James,40,SF,58,34.9,.517,.384,.579,.770,1.0,7.2,8.2,8.5,0.9,0.6,3.9,1.5,25.0,jamesle01
16,Kyrie Irving,32,SG,50,36.1,.473,.401,.549,.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7,irvinky01
17,Paolo Banchero,22,PF,33,33.9,.447,.325,.497,.705,1.1,6.0,7.0,4.7,0.8,0.7,2.9,2.2,24.6,banchpa01
18,Franz Wagner,23,SF,47,33.7,.468,.304,.513,.854,1.0,4.6,5.6,4.7,1.4,0.4,2.2,2.6,24.6,wagnefr01
19,Stephen Curry,36,PG,57,32.2,.448,.398,.573,.936,0.6,3.8,4.4,6.1,1.1,0.4,2.9,1.4,24.3,curryst01
20,Victor Wembanyama,21,C,46,33.2,.476,.352,.559,.836,1.8,9.2,11.0,3.7,1.1,3.8,3.2,2.3,24.3,wembavi01
21,Donovan Mitchell,28,SG,60,31.3,.451,.384,.544,.819,0.7,3.6,4.3,4.8,1.3,0.2,2.1,2.0,24.2,mitchdo01
22,Karl-Anthony Towns,29,C,58,35.1,.524,.422,.586,.833,3.0,10.1,13.2,3.1,1.0,0.7,2.6,3.5,24.2,townska01
23,Zion Williamson,24,PF,28,28.5,.563,.231,.566,.650,2.6,4.7,7.3,5.3,1.2,0.9,3.0,2.6,24.2,willizi01
24,Cam Thomas,23,SG,25,31.2,.438,.349,.513,.881,0.6,2.7,3.3,3.8,0.6,0.1,2.5,1.8,24.0,thomaca02
25,Trae Young,26,PG,61,36.2,.403,.322,.479,.873,0.5,2.7,3.1,11.5,1.1,0.2,4.8,2.0,24.0,youngtr01
26,Tyler Herro,25,SG,62,35.7,.461,.369,.557,.859,0.4,5.0,5.4,5.7,0.8,0.2,2.6,1.2,23.9,herroty01
27,Joel Embiid,30,C,19,30.2,.444,.299,.481,.882,1.9,6.3,8.2,4.5,0.7,0.9,3.3,2.2,23.8,embiijo01
28,Norman Powell,31,SG,46,33.0,.494,.424,.592,.821,0.4,3.1,3.5,2.2,1.3,0.2,2.0,1.9,23.8,powelno01
29,Zach LaVine,29,SF,58,34.8,.514,.443,.610,.823,0.3,4.3,4.6,4.3,0.9,0.2,2.9,1.4,23.7,lavinza01
30,De'Aaron Fox,27,PG,62,36.1,.463,.310,.514,.827,0.9,3.9,4.8,6.3,1.5,0.4,2.8,2.6,23.5,foxde01
31,Jaylen Brown,28,SF,55,35.4,.460,.316,.509,.759,1.5,4.6,6.1,4.7,1.3,0.3,2.7,2.6,23.0,brownja02
32,Jaren Jackson Jr.,25,C,59,29.4,.497,.365,.555,.772,1.3,4.5,5.8,2.1,1.3,1.6,2.2,3.4,22.7,jacksja02
33,James Harden,35,PG,63,35.1,.392,.341,.482,.870,0.7,5.1,5.8,8.7,1.5,0.6,4.5,2.0,22.3,hardeja01
34,DeMar DeRozan,35,SF,60,35.9,.486,.344,.518,.878,0.6,3.4,4.0,4.1,1.0,0.4,1.4,1.9,22.2,derozde01
35,Brandon Ingram,27,SF,18,33.1,.465,.374,.530,.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2,ingrabr01
36,Ja Morant,25,PG,42,29.9,.439,.291,.485,.832,0.6,3.4,4.0,7.5,1.2,0.3,3.8,2.2,21.8,moranja01
37,RJ Barrett,24,SF,51,33.1,.472,.361,.528,.649,1.0,5.5,6.5,5.7,0.8,0.3,3.0,2.5,21.6,barrerj01
38,Trey Murphy III,24,SF,51,35.6,.454,.361,.548,.886,0.9,4.2,5.1,3.6,1.1,0.7,2.0,2.1,21.6,murphtr02
39,Miles Bridges,26,PF,51,32.5,.442,.332,.509,.872,1.1,6.7,7.9,3.8,0.8,0.7,2.1,1.6,21.4,bridgmi02
40,Jamal Murray,27,PG,59,36.3,.472,.394,.541,.886,0.6,3.1,3.8,6.1,1.4,0.5,2.1,1.9,21.4,murraja01
41,Jalen Williams,23,SG,61,32.6,.478,.362,.532,.791,0.9,4.6,5.5,5.3,1.7,0.7,2.2,2.4,21.3,willija06
42,CJ McCollum,33,PG,51,32.8,.448,.381,.535,.734,0.7,3.0,3.7,3.9,0.7,0.5,1.8,2.3,21.2,mccolcj01
43,Jalen Green,22,SG,66,33.2,.425,.356,.508,.832,0.5,3.9,4.5,3.3,0.9,0.3,2.6,1.6,21.1,greenja05
44,Darius Garland,25,PG,61,30.4,.477,.411,.571,.881,0.6,2.0,2.6,6.7,1.2,0.2,2.4,2.0,21.0,garlada01
45,Brandon Miller,22,SF,27,34.2,.403,.355,.509,.861,0.9,3.9,4.9,3.6,1.1,0.7,2.8,2.7,21.0,millebr02
46,Jordan Poole,25,SG,55,30.9,.421,.374,.529,.879,0.5,2.8,3.3,4.7,1.4,0.5,3.2,3.2,21.0,poolejo01
47,Pascal Siakam,30,PF,64,32.9,.524,.401,.581,.747,1.7,5.5,7.2,3.3,0.9,0.5,1.3,2.5,20.8,siakapa01
48,Scottie Barnes,23,PF,51,34.1,.442,.263,.479,.778,1.7,6.2,7.9,6.0,1.5,1.1,2.9,1.9,19.6,barnesc01
49,Domantas Sabonis,28,C,56,35.3,.596,.432,.635,.747,3.9,10.2,14.1,6.2,0.6,0.4,3.0,3.4,19.5,sabondo01
50,Anfernee Simons,25,SG,63,32.8,.430,.369,.526,.908,0.3,2.4,2.8,4.8,0.9,0.1,2.1,1.7,19.3,simonan01
51,Coby White,24,SG,59,33.0,.438,.363,.538,.902,0.3,3.2,3.5,4.5,1.0,0.2,2.3,2.2,19.3,whiteco01
52,Lauri Markkanen,27,PF,44,32.0,.424,.347,.522,.872,1.6,4.5,6.1,1.5,0.8,0.4,1.4,1.7,19.2,markkla01
53,Alperen Şengün,22,C,62,31.5,.502,.247,.513,.693,3.3,7.0,10.3,4.9,1.1,0.8,2.6,2.9,19.2,sengual01
54,John Collins,27,PF,40,30.5,.527,.399,.583,.848,2.2,6.0,8.2,2.0,1.0,1.0,2.6,2.9,19.0,collijo01
55,Jalen Johnson,23,SF,36,35.7,.500,.312,.541,.746,1.7,8.3,10.0,5.0,1.6,1.0,2.9,1.9,18.9,johnsja05
56,Kristaps Porziņģis,29,C,32,28.9,.474,.403,.562,.813,1.6,5.2,6.8,1.9,0.8,1.6,1.2,2.8,18.9,porzikr01
57,Julius Randle,30,PF,54,32.5,.474,.323,.527,.817,2.2,5.0,7.2,4.7,0.7,0.2,2.9,2.5,18.9,randlju01
58,Austin Reaves,26,SG,57,34.4,.440,.363,.533,.870,0.9,3.5,4.4,5.8,1.1,0.3,2.4,2.0,18.9,reaveau01
59,Cameron Johnson,28,PF,50,31.8,.478,.402,.589,.881,0.9,3.3,4.2,3.0,1.0,0.5,1.6,1.9,18.8,johnsca02
60,Nikola Vučević,34,C,58,31.8,.534,.386,.594,.811,2.3,7.9,10.2,3.3,0.8,0.6,1.7,2.4,18.8,vucevni01
61,Desmond Bane,26,SG,54,31.6,.486,.377,.562,.882,0.9,5.3,6.2,5.5,1.2,0.5,2.5,2.4,18.7,banede01
62,Kawhi Leonard,33,SF,23,29.7,.462,.361,.521,.754,1.0,4.2,5.1,2.8,1.3,0.5,2.1,1.5,18.6,leonaka01
63,Evan Mobley,23,PF,58,30.2,.568,.365,.610,.744,2.3,7.0,9.3,3.1,0.8,1.6,2.0,2.0,18.6,mobleev01
64,Tyrese Haliburton,24,PG,60,34.0,.467,.389,.577,.863,0.6,2.9,3.5,8.9,1.5,0.6,1.7,1.3,18.5,halibty01
65,Michael Porter Jr.,26,SF,63,33.7,.506,.401,.598,.745,1.8,5.1,7.0,2.1,0.6,0.4,1.3,1.9,18.3,portemi01
66,Collin Sexton,26,SG,51,28.2,.473,.402,.540,.881,1.1,1.8,2.9,4.3,0.7,0.1,2.6,2.2,18.2,sextoco01
67,De'Andre Hunter,27,SF,49,27.8,.468,.413,.573,.855,0.7,3.3,4.0,1.5,0.7,0.2,1.4,2.3,17.8,huntede01
68,Andrew Wiggins,29,SF,52,30.9,.440,.366,.517,.775,1.6,3.0,4.6,2.5,0.9,0.8,1.5,1.7,17.8,wiggian01
69,Bam Adebayo,27,C,63,34.5,.488,.310,.518,.754,2.5,7.5,10.0,4.4,1.3,0.7,2.1,2.2,17.7,adebaba01
70,Bradley Beal,31,SG,46,32.7,.506,.393,.577,.824,0.7,2.7,3.5,3.7,1.0,0.5,2.0,2.6,17.7,bealbr01
71,Jaden Ivey,22,SG,30,29.9,.460,.409,.536,.733,1.3,2.8,4.1,4.0,0.9,0.4,3.0,2.2,17.6,iveyja01
72,Mikal Bridges,28,SF,65,37.8,.495,.350,.567,.763,0.9,2.3,3.2,3.5,0.9,0.6,1.5,1.5,17.5,bridgmi01
73,Malik Monk,26,SG,54,32.4,.437,.321,.510,.861,0.4,3.4,3.8,5.9,1.0,0.6,2.4,2.6,17.5,monkma01
74,Dejounte Murray,28,PG,31,32.6,.393,.299,.445,.823,0.5,5.9,6.5,7.4,2.0,0.4,3.4,2.0,17.5,murrade01
75,Shaedon Sharpe,21,SG,59,30.5,.449,.318,.517,.800,0.9,3.2,4.1,2.6,0.7,0.2,2.0,1.7,17.5,sharpsh01
76,Immanuel Quickley,25,PG,25,28.4,.425,.380,.521,.854,0.4,3.0,3.4,5.5,0.6,0.1,1.8,1.9,17.2,quickim01
77,Jimmy Butler,35,SF,39,31.0,.508,.295,.530,.833,2.3,3.1,5.4,5.2,1.2,0.3,1.3,0.9,16.9,butleji01
78,Keyonte George,21,PG,53,31.4,.394,.343,.490,.796,0.4,3.4,3.8,5.9,0.7,0.2,2.8,1.7,16.8,georgke01
79,Jonathan Kuminga,22,PF,33,25.8,.464,.342,.510,.640,1.3,3.6,4.9,2.2,0.9,0.5,1.5,1.9,16.8,kuminjo01
80,Derrick White,30,SG,63,33.8,.446,.391,.585,.852,0.9,3.5,4.3,4.4,0.9,1.1,1.6,1.9,16.7,whitede01
81,OG Anunoby,27,PF,59,36.7,.468,.365,.553,.794,1.4,3.4,4.8,2.2,1.4,0.9,1.4,2.3,16.6,anunoog01
82,Jordan Clarkson,32,SG,33,26.5,.405,.366,.491,.805,0.7,2.5,3.2,3.8,0.9,0.2,2.2,1.5,16.5,clarkjo01
83,Malik Beasley,28,SG,67,27.4,.440,.421,.591,.649,0.6,2.2,2.7,1.7,1.0,0.1,1.0,1.6,16.3,beaslma01
84,Paul George,34,PF,41,32.5,.430,.358,.514,.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2,georgpa01
85,Bennedict Mathurin,22,SF,58,30.7,.470,.357,.530,.829,1.2,4.2,5.4,1.9,0.6,0.4,1.9,2.3,16.2,mathube01
86,Jalen Suggs,23,PG,35,28.6,.410,.314,.489,.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2,suggsja01
87,Ivica Zubac,27,C,64,32.7,.622,,.622,.635,3.7,8.8,12.5,2.5,0.8,1.2,1.6,2.2,16.2,zubaciv01
88,Devin Vassell,24,SG,49,30.6,.435,.348,.516,.785,0.6,3.2,3.8,2.9,1.3,0.5,1.4,1.6,15.9,vassede01
89,Mark Williams,23,C,32,25.8,.591,.000,.591,.785,3.1,6.9,10.0,2.3,0.7,1.3,1.3,2.5,15.7,willima07
90,Myles Turner,28,C,57,30.7,.475,.397,.569,.772,1.2,5.3,6.5,1.6,0.8,1.9,1.8,2.7,15.5,turnemy01
91,Deni Avdija,24,SF,61,29.0,.466,.347,.537,.768,1.3,5.4,6.7,3.6,0.9,0.5,2.6,2.4,15.3,avdijde01
92,Jared McCain,20,SG,23,25.7,.460,.383,.553,.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3,mccaija01
93,Christian Braun,23,SG,65,33.4,.565,.383,.617,.824,1.2,3.8,5.1,2.3,1.1,0.5,0.9,2.2,15.2,braunch01
94,Kelly Oubre Jr.,29,SF,60,34.6,.470,.293,.518,.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,3.0,15.1,oubreke01
95,Chet Holmgren,22,C,21,26.8,.493,.351,.553,.742,1.8,6.8,8.6,1.9,0.8,2.7,1.8,2.1,15.0,holmgch01
96,Naz Reid,25,C,66,28.0,.465,.392,.563,.792,1.1,5.0,6.1,2.2,0.7,1.0,1.3,2.5,14.8,reidna01
97,Kyle Kuzma,29,PF,48,29.6,.423,.288,.474,.628,0.8,5.4,6.2,2.3,0.5,0.2,2.3,1.7,14.7,kuzmaky01
98,Josh Hart,29,SG,62,37.9,.539,.337,.594,.792,2.2,7.6,9.8,5.6,1.4,0.4,2.1,2.6,14.5,hartjo01
99,Klay Thompson,34,SF,59,27.6,.417,.400,.544,.903,0.7,2.8,3.5,2.1,0.8,0.5,1.3,1.2,14.5,thompkl01
100,Deandre Ayton,26,C,40,30.2,.566,.188,.573,.667,3.1,7.1,10.2,1.6,0.8,1.0,1.7,2.2,14.4,aytonde01
101,Gradey Dick,21,SG,54,29.4,.410,.350,.498,.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,dickgr01
102,Jerami Grant,30,PF,47,32.4,.373,.365,.467,.849,0.6,2.9,3.5,2.1,0.9,1.0,1.4,2.3,14.4,grantje01
103,Fred VanVleet,30,PG,47,35.3,.384,.340,.486,.824,0.6,3.2,3.9,5.7,1.7,0.4,1.5,2.4,14.3,vanvlfr01
104,Dyson Daniels,21,SG,61,34.0,.483,.349,.527,.598,1.6,4.0,5.6,4.1,3.0,0.7,1.9,2.5,14.1,daniedy01
105,Tre Mann,23,PG,13,24.5,.435,.400,.509,.905,0.9,2.0,2.9,3.0,0.5,0.3,1.9,1.8,14.1,manntr01
106,Jakob Poeltl,29,C,51,29.9,.614,.000,.614,.681,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.2,14.1,poeltja01
107,Payton Pritchard,27,PG,65,28.0,.471,.417,.626,.857,1.3,2.4,3.7,3.4,0.8,0.2,0.9,1.5,14.1,pritcpa01
108,Amen Thompson,22,SF,60,32.5,.553,.256,.569,.693,2.8,5.6,8.3,3.6,1.3,1.3,2.1,2.3,14.0,thompam01
109,P.J. Washington,26,PF,47,32.2,.432,.374,.500,.740,1.6,6.5,8.1,2.3,1.2,1.1,1.9,2.4,14.0,washipj01
110,Dillon Brooks,29,SF,62,32.2,.420,.393,.522,.810,1.1,2.7,3.9,1.7,0.8,0.2,1.0,3.4,13.9,brookdi01
111,Tobias Harris,32,PF,63,32.2,.473,.341,.529,.868,1.0,5.1,6.1,2.2,1.0,0.8,1.1,1.9,13.9,harrito02
112,Josh Giddey,22,PG,60,29.7,.462,.376,.530,.789,1.7,6.0,7.7,6.7,1.1,0.6,2.8,1.7,13.8,giddejo01
113,Bobby Portis,29,PF,46,25.2,.463,.364,.517,.821,1.8,6.5,8.3,2.2,0.7,0.5,1.2,1.9,13.7,portibo01
114,Jarrett Allen,26,C,65,28.6,.700,.000,.700,.755,2.7,7.6,10.3,1.9,1.0,1.0,1.2,1.5,13.6,allenja01
115,Dennis Schröder,31,PG,61,27.7,.416,.351,.497,.838,0.3,2.3,2.6,5.2,1.0,0.2,2.0,2.5,13.4,schrode01
116,Stephon Castle,20,PG,63,25.5,.425,.283,.474,.713,1.0,2.2,3.2,3.5,0.9,0.2,1.9,2.0,13.4,castlst01
117,Rui Hachimura,26,PF,50,32.1,.506,.410,.590,.765,1.5,3.8,5.2,1.5,0.8,0.5,0.9,1.8,13.3,hachiru01
118,Aaron Gordon,29,PF,38,26.8,.516,.444,.591,.793,1.6,3.2,4.8,3.0,0.5,0.2,1.2,1.5,13.1,gordoaa01
119,Scoot Henderson,20,PG,59,26.8,.432,.369,.510,.772,0.7,2.3,3.0,5.1,1.1,0.2,2.6,2.8,13.0,hendesc01
120,Moritz Wagner,27,C,30,18.8,.562,.360,.616,.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,wagnemo01
121,Russell Westbrook,36,PG,59,27.8,.465,.336,.524,.640,1.5,3.5,5.0,6.0,1.4,0.5,3.0,2.5,12.9,westbru01
122,D'Angelo Russell,28,PG,51,25.6,.401,.320,.489,.848,0.3,2.5,2.8,5.1,1.0,0.4,1.9,2.0,12.8,russeda01
123,Santi Aldama,24,PF,53,25.0,.487,.375,.576,.700,1.6,5.1,6.7,2.8,0.8,0.5,1.0,1.1,12.7,aldamsa01
124,Malcolm Brogdon,32,PG,24,23.5,.433,.286,.467,.880,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,brogdma01
125,Brook Lopez,36,C,64,31.7,.492,.371,.587,.844,1.3,3.7,5.0,1.8,0.7,1.9,1.0,2.2,12.7,lopezbr01
126,Jaden McDaniels,24,PF,67,32.5,.479,.335,.542,.833,1.7,4.3,5.9,2.0,1.4,0.8,1.1,2.9,12.6,mcdanja02
127,Onyeka Okongwu,24,C,59,26.5,.571,.299,.599,.732,3.1,5.4,8.4,2.2,0.8,0.9,1.1,2.5,12.6,okongon01
128,Khris Middleton,33,SF,32,23.6,.492,.359,.562,.857,0.3,3.5,3.9,4.3,1.0,0.3,1.7,2.2,12.5,middlkh01
129,Keldon Johnson,25,SF,61,23.6,.487,.329,.547,.761,1.4,3.2,4.5,1.5,0.6,0.2,1.0,1.5,12.5,johnske04
130,Quentin Grimes,24,SG,62,25.2,.478,.391,.579,.760,0.8,3.4,4.1,2.5,0.9,0.3,1.5,1.8,12.4,grimequ01
131,Naji Marshall,27,SF,54,26.2,.497,.279,.545,.848,1.1,3.5,4.6,2.8,1.1,0.1,1.6,1.5,12.4,marshna01
132,Bilal Coulibaly,20,SF,59,33.0,.421,.281,.472,.746,1.5,3.4,5.0,3.4,1.3,0.7,2.1,2.4,12.3,coulibi01
133,Ayo Dosunmu,25,SG,46,30.3,.492,.328,.561,.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,dosunay01
134,Daniel Gafford,26,C,51,21.9,.699,,.699,.699,2.7,4.1,6.9,1.4,0.4,1.9,1.2,2.7,12.3,gaffoda01
135,Keegan Murray,24,PF,62,34.6,.440,.334,.529,.831,2.0,4.7,6.7,1.4,0.8,0.9,0.8,2.5,12.2,murrake02
136,Daeqwon Plowden,26,SG,2,16.5,.800,.750,1.100,1.000,1.5,1.0,2.5,0.0,0.0,0.0,0.5,2.5,12.0,plowdda01
137,Caris LeVert,30,SG,51,25.0,.474,.392,.568,.713,0.6,2.5,3.1,3.4,0.9,0.5,1.2,1.5,11.9,leverca01
138,Ty Jerome,27,SG,60,19.6,.504,.438,.594,.902,0.7,1.9,2.6,3.3,1.2,0.0,1.3,1.5,11.9,jeromty01
139,Alex Sarr,19,C,50,26.9,.391,.314,.456,.629,1.8,4.9,6.7,2.3,0.6,1.6,1.5,2.3,11.9,sarral01
140,Harrison Barnes,32,PF,64,27.5,.506,.432,.614,.778,1.4,2.6,3.9,1.7,0.4,0.2,0.6,0.9,11.8,barneha02
141,Tari Eason,23,PF,44,24.8,.480,.347,.539,.753,2.2,4.1,6.3,1.3,1.8,0.9,1.1,2.5,11.8,easonta01
142,Jabari Smith Jr.,21,PF,44,30.8,.420,.344,.507,.816,1.9,4.7,6.6,1.0,0.3,0.8,1.0,2.3,11.8,smithja05
143,Corey Kispert,25,SF,60,26.5,.452,.366,.559,.852,0.6,2.4,3.0,1.7,0.4,0.2,1.1,1.6,11.7,kispeco01
144,Donte DiVincenzo,28,SG,48,26.5,.413,.394,.562,.786,0.5,3.3,3.8,3.7,1.2,0.2,1.6,1.7,11.6,divindo01
145,Buddy Hield,32,SG,66,23.2,.418,.371,.546,.784,0.6,2.7,3.3,1.8,0.9,0.3,1.2,1.7,11.6,hieldbu01
146,Zaccharie Risacher,19,SF,59,24.4,.438,.346,.513,.709,1.2,2.4,3.6,1.2,0.8,0.5,1.2,1.9,11.6,risacza01
147,Jalen Duren,21,C,64,25.9,.699,,.699,.689,3.5,6.9,10.4,2.5,0.8,1.2,1.8,3.2,11.5,durenja01
148,Walker Kessler,23,C,50,30.4,.725,.333,.728,.536,4.7,7.6,12.3,1.6,0.6,2.5,1.5,2.2,11.5,kesslwa01
149,Terry Rozier,30,PG,57,27.0,.401,.305,.474,.857,0.7,3.1,3.8,2.7,0.6,0.2,1.3,1.3,11.5,roziete01
150,Aaron Wiggins,26,SG,66,22.5,.492,.389,.582,.828,1.1,2.7,3.8,1.6,0.8,0.3,0.9,1.3,11.4,wiggiaa01
151,Jeremy Sochan,21,PF,44,25.2,.548,.338,.579,.680,2.4,4.5,6.8,2.5,0.8,0.5,1.6,2.4,11.3,sochaje01
152,Duncan Robinson,30,SF,62,24.6,.434,.388,.575,.894,0.2,2.1,2.4,2.6,0.5,0.1,1.2,1.9,11.2,robindu01
153,Jonas Valančiūnas,32,C,64,20.1,.545,.250,.552,.865,2.5,5.8,8.3,2.2,0.5,0.6,1.6,2.2,11.1,valanjo01
154,Rudy Gobert,32,C,57,33.0,.654,,.654,.685,3.5,6.9,10.4,1.9,0.7,1.5,1.3,2.4,11.1,goberru01
155,Isaiah Hartenstein,26,C,45,28.2,.573,.000,.573,.674,2.9,8.2,11.1,3.9,0.8,1.0,1.7,3.0,11.1,harteis01
156,Bogdan Bogdanović,32,SG,38,25.7,.399,.319,.497,.865,0.5,2.5,3.0,2.4,0.8,0.2,1.6,2.4,10.9,bogdabo01
157,Jordan Hawkins,22,SG,49,23.3,.379,.338,.477,.831,0.5,2.2,2.7,1.1,0.6,0.4,1.0,0.8,10.9,hawkijo01
158,Jaylen Wells,21,SG,66,26.0,.433,.363,.538,.809,1.1,2.2,3.3,1.7,0.6,0.1,1.0,1.8,10.9,wellsja01
159,Grayson Allen,29,SG,53,24.8,.450,.434,.611,.811,0.5,2.6,3.1,2.2,0.9,0.4,1.1,1.5,10.7,allengr01
160,Brandon Boston Jr.,23,SG,42,23.6,.436,.350,.500,.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,bostobr01
161,Jrue Holiday,34,PG,50,30.3,.438,.337,.532,.900,1.2,3.1,4.3,3.6,1.0,0.4,1.3,1.6,10.7,holidjr01
162,Nikola Jović,21,PF,46,25.1,.456,.371,.560,.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,jovicni01
163,Toumani Camara,24,PF,65,32.7,.453,.364,.541,.745,2.3,3.6,5.9,2.2,1.5,0.6,1.5,3.1,10.6,camarto01
164,Gary Trent Jr.,26,SG,58,24.8,.436,.418,.571,.842,0.3,2.0,2.3,1.1,1.0,0.1,0.6,1.8,10.6,trentga02
165,Guerschon Yabusele,29,C,60,26.5,.501,.388,.597,.743,1.9,3.5,5.4,2.0,0.8,0.4,1.3,2.4,10.5,yabusgu01
166,Tim Hardaway Jr.,32,SG,63,28.2,.401,.359,.522,.826,0.3,2.2,2.5,1.7,0.5,0.1,0.7,1.3,10.4,hardati02
167,Derrick Jones Jr.,27,SF,61,24.8,.526,.368,.591,.703,1.3,2.2,3.5,0.8,1.1,0.4,0.9,2.0,10.4,jonesde02
168,Aaron Nesmith,25,SF,29,24.1,.484,.383,.583,.911,0.7,3.0,3.7,1.4,0.7,0.4,0.8,2.5,10.4,nesmiaa01
169,Grant Williams,26,PF,16,29.9,.439,.365,.549,.838,1.1,4.0,5.1,2.3,1.1,0.8,1.8,2.9,10.4,willigr01
170,Spencer Dinwiddie,31,PG,65,25.7,.409,.336,.492,.813,0.2,2.2,2.4,3.8,0.8,0.2,1.2,1.5,10.3,dinwisp01
171,Herbert Jones,26,SF,20,32.4,.436,.306,.500,.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,joneshe01
172,Tyus Jones,28,PG,65,28.2,.443,.413,.561,.885,0.5,2.0,2.4,5.8,0.9,0.1,1.3,0.9,10.3,jonesty01
173,De'Anthony Melton,26,SG,6,20.2,.407,.371,.528,.625,1.0,2.3,3.3,2.8,1.2,0.3,1.7,3.0,10.3,meltode01
174,Andrew Nembhard,25,SG,48,28.8,.471,.311,.519,.794,0.5,2.6,3.2,5.1,1.4,0.2,1.8,2.4,10.3,nembhan01
175,Nic Claxton,25,C,58,27.2,.549,.063,.551,.530,2.2,5.2,7.4,2.3,0.9,1.5,1.2,2.2,10.2,claxtni01
176,Amir Coffey,27,SG,64,25.6,.476,.413,.576,.908,0.5,1.9,2.3,1.1,0.6,0.1,0.7,1.8,10.2,coffeam01
177,Brandin Podziemski,21,SG,50,25.4,.427,.319,.503,.757,1.0,3.8,4.9,3.4,1.1,0.2,1.1,1.5,10.1,podzibr01
178,Ochai Agbaji,24,SG,54,27.0,.505,.399,.600,.667,0.9,2.8,3.7,1.5,0.8,0.5,0.8,1.9,10.0,agbajoc01
179,Chris Boucher,32,PF,50,17.2,.492,.363,.586,.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10.0,bouchch01
180,N'Faly Dante,23,C,1,19.0,.667,,.667,.667,4.0,5.0,9.0,1.0,0.0,2.0,1.0,4.0,10.0,nfalyda01
181,Luguentz Dort,25,SF,61,29.2,.424,.398,.561,.750,1.4,2.8,4.1,1.6,1.1,0.6,0.7,3.0,9.9,dortlu01
182,Moses Moody,22,SG,58,21.2,.447,.390,.564,.782,0.7,1.8,2.5,1.2,0.6,0.4,0.7,1.5,9.9,moodymo01
183,Brice Sensabaugh,21,SF,55,18.7,.449,.392,.567,.920,0.6,2.1,2.7,1.4,0.5,0.1,1.4,1.4,9.9,sensabr01
184,Obi Toppin,26,PF,61,19.0,.532,.338,.614,.805,0.7,3.2,3.9,1.5,0.6,0.3,0.8,1.4,9.9,toppiob01
